Configuracion,Cruza,Mutacion,Tasa_mutacion,Tam_poblacion,Ejecución No.,Elitismo,Mejor_Fitness,Diversidad_Final
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,2,False,67172.96048361057,0.0586842105263158
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,3,False,66633.43611347987,0.07078947368421055
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,4,False,67172.96048361057,0.06894736842105265
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,5,False,67172.96048361057,0.07157894736842108
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,6,False,66633.43611347987,0.05394736842105265
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,7,False,66633.43611347987,0.05289473684210527
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,8,False,66633.43611347987,0.05394736842105265
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,9,False,66633.43611347987,0.05500000000000002
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,10,False,66633.43611347987,0.06789473684210527
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,11,False,66633.43611347987,0.06815789473684213
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,12,False,66633.43611347987,0.048421052631578955
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,13,False,66633.43611347987,0.05578947368421054
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,14,False,66633.43611347987,0.06157894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,15,False,66633.43611347987,0.07105263157894738
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,16,False,66633.43611347987,0.06263157894736843
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,17,False,66633.43611347987,0.058684210526315804
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,18,False,67172.96048361057,0.048947368421052635
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,19,False,67172.96048361057,0.06447368421052632
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,20,False,67172.96048361057,0.048421052631578955
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,21,False,66633.43611347987,0.04973684210526317
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,22,False,66633.43611347987,0.06315789473684212
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,23,False,66633.43611347987,0.052105263157894745
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,24,False,66633.43611347987,0.05973684210526317
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,25,False,66633.43611347987,0.06789473684210529
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,26,False,67172.96048361057,0.05973684210526317
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,27,False,66633.43611347987,0.058947368421052644
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,28,False,66633.43611347987,0.04605263157894738
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,29,False,66633.43611347987,0.05105263157894738
