Configuracion,Cruza,Mutacion,Penalizacion,Elitismo,Ejecucion_No,Mejor_Fitness,Diversidad_Final,Peso_Final,Valor_Final
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,True,92,385.8,0.0023099999999999987,66,437
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,True,93,392.8,0.007469999999999995,66,444
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,True,94,393.2,0.005266666666666663,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,True,95,390.2,0.004249999999999999,63,424
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,True,96,394.2,0.004276666666666663,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,True,97,391.2,0.003286666666666664,62,420
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,True,98,363.2,0.003286666666666664,62,392
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,True,99,393.2,0.0039133333333333286,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,True,100,393.2,0.0023099999999999987,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,1,394.2,0.001979999999999999,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,2,394.2,0.0039533333333333295,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,3,393.2,0.0029566666666666643,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,4,393.2,0.0019733333333333313,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,5,394.2,0.0036233333333333304,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,6,388.8,0.0023099999999999983,66,440
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,7,391.2,0.0032933333333333304,62,420
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,8,392.0,0.0029633333333333304,65,437
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,9,394.2,0.004276666666666663,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,10,390.8,0.0029699999999999987,66,442
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,11,391.2,0.002956666666666664,62,420
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,12,390.8,0.0052733333333333295,66,442
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,13,393.8,0.0013133333333333317,64,433
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,14,393.2,0.0026399999999999983,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,15,393.8,0.004256666666666664,64,433
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,16,394.2,0.002633333333333332,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,17,393.2,0.003953333333333331,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,18,394.2,0.00395333333333333,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,19,393.8,0.005266666666666661,64,433
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,20,392.0,0.002626666666666664,65,437
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,21,394.2,0.0026399999999999987,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,22,392.8,0.006946666666666661,66,444
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,23,394.2,0.005226666666666661,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,24,394.2,0.0016499999999999991,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,25,391.2,0.0026399999999999987,63,425
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,26,393.8,0.003623333333333331,64,433
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,27,393.2,0.0019799999999999996,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,28,393.8,0.0022833333333333312,64,433
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,29,392.0,0.005266666666666664,65,437
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,30,393.2,0.0036233333333333304,63,427
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,31,394.2,0.004929999999999995,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,32,390.8,0.0026333333333333304,66,442
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,33,393.8,0.0019799999999999996,64,433
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,34,391.2,0.0029699999999999982,62,420
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,35,392.8,0.009279999999999988,64,432
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,36,393.8,0.005906666666666662,64,433
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,37,393.2,0.0036233333333333304,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,38,390.2,0.00395333333333333,63,424
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,39,393.2,0.0032933333333333304,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,40,392.8,0.005470000000000001,66,444
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,41,393.2,0.0032999999999999974,63,427
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,42,392.0,0.0036299999999999982,65,437
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,43,393.2,0.00329333333333333,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,44,393.8,0.0023033333333333313,64,433
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,45,391.2,0.0019799999999999987,62,420
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,46,393.2,0.0026399999999999987,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,47,393.2,0.0029566666666666634,63,427
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,48,393.2,0.0026333333333333304,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,49,393.2,0.002633333333333331,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,50,394.2,0.003623333333333331,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,51,393.2,0.0016499999999999991,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,52,392.8,0.011286666666666657,66,444
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,53,392.8,0.007533333333333331,64,432
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,54,394.2,0.0036099999999999947,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,55,393.2,0.00395333333333333,63,427
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,56,393.8,0.0036033333333333295,64,433
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,57,393.2,0.004923333333333332,63,427
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,58,394.2,0.003616666666666663,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,59,390.2,0.0029633333333333313,63,424
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,60,394.2,0.004263333333333329,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,61,394.2,0.0036166666666666634,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,62,391.2,0.0029633333333333313,63,425
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,63,393.2,0.002633333333333331,63,427
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,64,394.2,0.003946666666666664,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,65,394.2,0.002626666666666664,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,66,390.2,0.0029633333333333304,63,424
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,67,393.2,0.0036233333333333304,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,68,393.2,0.003939999999999995,63,427
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,69,393.2,0.0032933333333333304,63,427
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,70,394.2,0.004593333333333328,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,71,394.2,0.0016499999999999983,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,72,385.0,0.004276666666666663,65,430
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,73,389.2,0.004263333333333328,63,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,74,391.2,0.0039399999999999965,62,420
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,75,390.8,0.012576666666666661,66,442
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,76,392.8,0.004546666666666663,66,444
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,77,393.8,0.00428333333333333,64,433
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,78,393.2,0.003616666666666664,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,79,394.2,0.0046133333333333295,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,80,394.2,0.0023099999999999983,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,81,391.2,0.0036299999999999982,62,420
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,82,386.2,0.0026333333333333317,63,420
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,83,394.2,0.0016499999999999987,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,84,392.8,0.010946666666666657,66,444
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,85,393.8,0.005576666666666664,64,433
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,86,392.0,0.001649999999999999,65,437
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,87,391.2,0.0026399999999999987,63,425
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,88,393.8,0.0029699999999999987,64,433
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,89,390.8,0.012333333333333323,64,430
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,90,393.2,0.0032733333333333347,63,427
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,91,394.2,0.0032999999999999974,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,92,392.8,0.00385999999999999,66,444
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,93,393.2,0.002283333333333334,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,94,394.2,0.002309999999999999,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,95,392.8,0.004606666666666663,66,444
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,96,393.2,0.004276666666666663,62,422
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,97,392.8,0.010996666666666656,64,432
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,98,394.2,0.0026399999999999987,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,99,394.2,0.0039466666666666626,62,423
cruce_uniforme | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_uniforme,mutacion_un_gen,fitness_cuadratico,False,100,394.2,0.002303333333333331,62,423
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,1,352.0336684157154,0.004276666666666662,57,363
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,2,379.0336684157154,0.001979999999999999,57,390
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,3,348.96571206507264,0.0036166666666666626,56,353
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,4,351.96571206507264,0.0006599999999999996,56,356
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,5,365.0336684157154,0.0029499999999999986,57,376
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,6,379.0336684157154,0.002949999999999999,57,390
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,7,370.0336684157154,0.0026399999999999987,57,381
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,8,370.96571206507264,0.004263333333333331,56,375
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,9,360.96571206507264,0.0036166666666666634,56,365
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,10,364.96571206507264,0.0009899999999999993,56,369
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,11,345.0336684157154,0.0019733333333333313,57,356
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,12,376.96571206507264,0.0036099999999999956,56,381
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,13,346.0336684157154,0.0039399999999999965,57,357
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,14,349.96571206507264,0.001979999999999999,56,354
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,15,364.96571206507264,0.0019799999999999987,56,369
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,16,361.96571206507264,0.0032999999999999974,56,366
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,17,349.96571206507264,0.0029699999999999987,56,354
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,18,361.0336684157154,0.002963333333333331,57,372
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,19,376.0336684157154,0.003583333333333328,57,387
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,20,365.0336684157154,0.003959999999999997,57,376
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,21,372.0336684157154,0.0019733333333333313,57,383
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,22,367.96571206507264,0.0026399999999999983,56,372
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,23,373.0336684157154,0.004929999999999995,57,384
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,24,355.0336684157154,0.002963333333333331,57,366
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,25,361.96571206507264,0.0006599999999999995,56,366
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,26,361.0336684157154,0.0016499999999999987,57,372
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,27,367.0336684157154,0.004276666666666663,57,378
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,28,364.96571206507264,0.0036099999999999978,56,369
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,29,363.0336684157154,0.004289999999999998,57,374
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,30,332.96571206507264,0.0019799999999999987,56,337
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,31,370.96571206507264,0.003616666666666663,56,375
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,32,346.96571206507264,0.0023033333333333313,56,351
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,33,368.96571206507264,0.001979999999999999,56,373
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,34,345.0336684157154,0.005253333333333327,57,356
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,35,366.0336684157154,0.0026333333333333317,57,377
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,36,368.0336684157154,0.0023033333333333313,57,379
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,37,344.0336684157154,0.0032866666666666643,57,355
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,38,376.0336684157154,0.003293333333333331,57,387
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,39,344.51586840897426,0.0029499999999999965,55,346
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,40,369.0336684157154,0.0032933333333333313,57,380
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,41,377.0336684157154,0.002633333333333332,57,388
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,42,365.0336684157154,0.003293333333333331,57,376
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,43,365.0336684157154,0.004889999999999994,57,376
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,44,352.96571206507264,0.004269999999999998,56,357
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,45,361.0336684157154,0.0029566666666666643,57,372
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,46,377.0336684157154,0.0032999999999999974,57,388
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,47,367.0336684157154,0.0036233333333333304,57,378
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,48,357.96571206507264,0.0026333333333333317,56,362
cruce_uniforme | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_uniforme,mutacion_un_gen,fitness_exponencial,True,49,343.96571206507264,0.0036033333333333334,56,348
